Product_Code,Purchased
6001085120946,39
6001067066613,19
6001374051258,28
6009700135092,35
6001298070052,2
6001106224370,0
6001106102951,33
6005088000472,39
6001509500026,15
6001016400000,2
6001374041921,18
6001206413728,18
600130601550,28
5050083485039,7
6001275003653,33
6003977000190,0
6001156905106,10
6009698811435,4
12345678,7
60050435,17
6161107792107,8
6008104000432,46
6161100602267,45
6007497100798,43
0612520312091,5
6002854000124,21
6009642450208,45
6009880918096,4
6009606000616,9
6001024999787,39
6001052010171,43
6007421000095,18
6009522300098,19
6001565009037,33
6001068586806,18
6009880593095,31
6009001015802,43
6001087005800,12
6001085120946,32
6001067066613,26
6001374051258,42
6009700135092,34
6001298070052,1
6001106224370,20
6001106102951,26
6005088000472,7
6001509500026,10
6001016400000,19
6001374041921,1
6001206413728,20
600130601550,23
5050083485039,17
6001275003653,11
6003977000190,8
6001156905106,39
6009698811435,38
12345678,5
60050435,41
6161107792107,10
6008104000432,42
6161100602267,7
6007497100798,9
0612520312091,17
6002854000124,24
6009642450208,2
6009880918096,7
6009606000616,13
6001024999787,23
6001052010171,22
6007421000095,30
6009522300098,26
6001565009037,28
6001068586806,30
6009880593095,21
6009001015802,39
6001087005800,22
6001085120946,25
6001067066613,21
6001374051258,2
6009700135092,7
6001298070052,7
6001106224370,2
6001106102951,7
6005088000472,28
6001509500026,33
6001016400000,47
6001374041921,29
6001206413728,31
600130601550,24
5050083485039,26
6001275003653,13
6003977000190,41
6001156905106,17
6009698811435,39
12345678,44
60050435,45
6161107792107,15
6008104000432,12
6161100602267,33
6007497100798,31
0612520312091,6
6002854000124,44
6009642450208,2
6009880918096,4
6009606000616,43
6001024999787,16
6001052010171,18
6007421000095,29
6009522300098,7
6001565009037,14
6001068586806,27
6009880593095,42
6009001015802,5
6001087005800,33
6001085120946,7
6001067066613,1
6001374051258,42
6009700135092,6
6001298070052,24
6001106224370,34
6001106102951,24
6005088000472,3
6001509500026,22
6001016400000,38
6001374041921,39
6001206413728,15
600130601550,25
5050083485039,10
6001275003653,6
6003977000190,46
6001156905106,6
6009698811435,46
12345678,37
60050435,23
6161107792107,11
6008104000432,46
6161100602267,15
6007497100798,19
0612520312091,0
6002854000124,39
6009642450208,31
6009880918096,4
6009606000616,21
6001024999787,31
6001052010171,30
6007421000095,15
6009522300098,4
6001565009037,33
6001068586806,10
6009880593095,25
6009001015802,6
6001087005800,14
6001085120946,2
6001067066613,14
6001374051258,36
6009700135092,27
6001298070052,0
6001106224370,39
6001106102951,19
6005088000472,5
6001509500026,35
6001016400000,47
6001374041921,9
6001206413728,19
600130601550,11
5050083485039,26
6001275003653,13
6003977000190,45
6001156905106,0
6009698811435,47
12345678,30
60050435,18
6161107792107,45
6008104000432,19
6161100602267,33
6007497100798,41
0612520312091,4
6002854000124,33
6009642450208,15
6009880918096,26
6009606000616,10
6001024999787,0
6001052010171,15
6007421000095,35
6009522300098,44
6001565009037,26
6001068586806,8
6009880593095,30
6009001015802,21
6001087005800,30
6001085120946,14
6001067066613,23
6001374051258,3
6009700135092,33
6001298070052,17
6001106224370,3
6001106102951,20
6005088000472,19
6001509500026,46
6001016400000,20
6001374041921,6
6001206413728,44
600130601550,7
5050083485039,11
6001275003653,20
6003977000190,32
6001156905106,44
6009698811435,13
12345678,47
60050435,39
6161107792107,32
6008104000432,6
6161100602267,5
6007497100798,33
0612520312091,19
6002854000124,8
6009642450208,18
6009880918096,44
6009606000616,28
6001024999787,18
6001052010171,11
6007421000095,6
6009522300098,36
6001565009037,13
6001068586806,23
6009880593095,27
6009001015802,39
6001087005800,36
6001085120946,3
6001067066613,25
6001374051258,46
6009700135092,27
6001298070052,27
6001106224370,28
6001106102951,43
6005088000472,18
6001509500026,31
6001016400000,41
6001374041921,33
6001206413728,29
600130601550,27
5050083485039,10
6001275003653,17
6003977000190,34
6001156905106,45
6009698811435,44
12345678,28
60050435,1
6161107792107,35
6008104000432,35
6161100602267,45
6007497100798,18
0612520312091,5
6002854000124,25
6009642450208,14
6009880918096,22
6009606000616,9
6001024999787,26
6001052010171,34
6007421000095,45
6009522300098,27
6001565009037,27
6001068586806,11
6009880593095,17
6009001015802,20
6001087005800,43
6001085120946,22
6001067066613,30
6001374051258,0
6009700135092,0
6001298070052,29
6001106224370,8
6001106102951,1
6005088000472,20
6001509500026,20
6001016400000,11
6001374041921,1
6001206413728,11
600130601550,46
5050083485039,18
6001275003653,43
6003977000190,46
6001156905106,42
6009698811435,25
12345678,12
60050435,4
6161107792107,34
6008104000432,31
6161100602267,39
6007497100798,21
0612520312091,30
6002854000124,26
6009642450208,20
6009880918096,6
6009606000616,47
6001024999787,8
6001052010171,2
6007421000095,34
6009522300098,20
6001565009037,4
6001068586806,36
6009880593095,12
6009001015802,13
6001087005800,16
6001085120946,22
6001067066613,9
6001374051258,37
6009700135092,31
6001298070052,29
6001106224370,19
6001106102951,15
6005088000472,41
6001509500026,14
6001016400000,15
6001374041921,31
6001206413728,7
600130601550,28
5050083485039,34
6001275003653,1
6003977000190,11
6001156905106,35
6009698811435,27
12345678,19
60050435,33
6161107792107,16
6008104000432,4
6161100602267,0
6007497100798,14
0612520312091,23
6002854000124,5
6009642450208,35
6009880918096,29
6009606000616,5
6001024999787,20
6001052010171,7
6007421000095,41
6009522300098,13
6001565009037,20
6001068586806,26
6009880593095,40
6009001015802,1
6001087005800,22
6001085120946,34
6001067066613,44
6001374051258,23
6009700135092,39
6001298070052,20
6001106224370,45
6001106102951,28
6005088000472,9
6001509500026,33
6001016400000,47
6001374041921,26
6001206413728,27
600130601550,40
5050083485039,33
6001275003653,36
6003977000190,0
6001156905106,31
6009698811435,24
12345678,2
60050435,21
6161107792107,47
6008104000432,47
6161100602267,4
6007497100798,19
0612520312091,32
6002854000124,41
6009642450208,22
6009880918096,33
6009606000616,18
6001024999787,8
6001052010171,19
6007421000095,22
6009522300098,42
6001565009037,0
6001068586806,17
6009880593095,31
6009001015802,33
6001087005800,26
6001085120946,2
6001067066613,1
6001374051258,12
6009700135092,39
6001298070052,11
6001106224370,5
6001106102951,11
6005088000472,2
6001509500026,27
6001016400000,0
6001374041921,13
6001206413728,16
600130601550,17
5050083485039,45
6001275003653,7
6003977000190,30
6001156905106,39
6009698811435,32
12345678,41
60050435,20
6161107792107,29
6008104000432,38
6161100602267,43
6007497100798,36
0612520312091,8
6002854000124,7
6009642450208,22
6009880918096,22
6009606000616,2
6001024999787,39
6001052010171,40
6007421000095,10
6009522300098,18
6001565009037,30
6001068586806,23
6009880593095,0
6009001015802,40
6001087005800,39
6001085120946,43
6001067066613,22
6001374051258,8
6009700135092,16
6001298070052,28
6001106224370,18
6001106102951,19
6005088000472,0
6001509500026,26
6001016400000,42
6001374041921,13
6001206413728,45
600130601550,37
5050083485039,6
6001275003653,0
6003977000190,34
6001156905106,45
6009698811435,25
12345678,20
60050435,37
6161107792107,0
6008104000432,24
6161100602267,0
6007497100798,20
0612520312091,27
6002854000124,31
6009642450208,19
6009880918096,15
6009606000616,0
6001024999787,32
6001052010171,0
6007421000095,18
6009522300098,20
6001565009037,45
6001068586806,30
6009880593095,37
6009001015802,13
6001087005800,4
6001085120946,27
6001067066613,42
6001374051258,21
6009700135092,13
6001298070052,31
6001106224370,44
6001106102951,5
6005088000472,25
6001509500026,31
6001016400000,14
6001374041921,35
6001206413728,37
600130601550,40
5050083485039,11
6001275003653,43
6003977000190,36
6001156905106,22
6009698811435,2
12345678,39
60050435,13
6161107792107,11
6008104000432,17
6161100602267,46
6007497100798,6
0612520312091,25
6002854000124,9
6009642450208,16
6009880918096,22
6009606000616,13
6001024999787,0
6001052010171,24
6007421000095,11
6009522300098,5
6001565009037,4
6001068586806,11
6009880593095,28
6009001015802,25
6001087005800,42
6001085120946,27
6001067066613,6
6001374051258,14
6009700135092,37
6001298070052,19
6001106224370,27
6001106102951,20
6005088000472,32
6001509500026,7
6001016400000,5
6001374041921,18
6001206413728,43
600130601550,16
5050083485039,21
6001275003653,39
6003977000190,18
6001156905106,15
6009698811435,32
12345678,21
60050435,29
6161107792107,3
6008104000432,39
6161100602267,47
6007497100798,30
0612520312091,19
6002854000124,28
6009642450208,4
6009880918096,36
6009606000616,8
6001024999787,9
6001052010171,44
6007421000095,6
6009522300098,45
6001565009037,47
6001068586806,46
6009880593095,32
6009001015802,38
6001087005800,46
6001085120946,4
6001067066613,14
6001374051258,4
6009700135092,27
6001298070052,11
6001106224370,8
6001106102951,7
6005088000472,45
6001509500026,16
6001016400000,23
6001374041921,8
6001206413728,30
600130601550,42
5050083485039,11
6001275003653,3
6003977000190,45
6001156905106,14
6009698811435,5
12345678,46
60050435,8
6161107792107,13
6008104000432,1
6161100602267,10
6007497100798,46
0612520312091,33
6002854000124,16
6009642450208,38
6009880918096,40
6009606000616,32
6001024999787,2
6001052010171,17
6007421000095,2
6009522300098,24
6001565009037,41
6001068586806,10
6009880593095,28
6009001015802,32
6001087005800,42
6001085120946,3
6001067066613,10
6001374051258,38
6009700135092,5
6001298070052,9
6001106224370,29
6001106102951,2
6005088000472,14
6001509500026,2
6001016400000,15
6001374041921,0
6001206413728,29
600130601550,17
5050083485039,4
6001275003653,7
6003977000190,5
6001156905106,11
6009698811435,24
12345678,20
60050435,29
6161107792107,35
6008104000432,44
6161100602267,22
6007497100798,29
0612520312091,23
6002854000124,22
6009642450208,36
6009880918096,22
6009606000616,36
6001024999787,46
6001052010171,17
6007421000095,41
6009522300098,21
6001565009037,44
6001068586806,38
6009880593095,1
6009001015802,11
6001087005800,0
6001085120946,4
6001067066613,7
6001374051258,41
6009700135092,42
6001298070052,9
6001106224370,28
6001106102951,17
6005088000472,3
6001509500026,15
6001016400000,20
6001374041921,29
6001206413728,32
600130601550,28
5050083485039,6
6001275003653,23
6003977000190,8
6001156905106,17
6009698811435,13
12345678,8
